pcd,pcd2,pcds,dointr,doterm,oscty,oslaua,osward,usertype,oseast1m,osnrth1m,osgrdind,oshlthau,hro,ctry,gor,streg,pcon,eer,teclec,ttwa,pct,nuts,psed,cened,edind,oshaprev,lea,oldha,wardc91,wardo91,ward98,statsward,oa01,casward,park,lsoa01,msoa01,ur01ind,oac01,oldpct,oa11,lsoa11,msoa11,parish,wz11,ccg,bua11,buasd11,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd
"HD7 7AZ","HD7  7AZ","HD7 7AZ","198001","199112","E99999999","E08000034","E05008561","0","415300","0410600","8","E18000003","E19000001","E92000001","E12000003","2","E14000645","E15000003","E24000045","E30000219","E16000075","E05008561","07CZFR13","CZFR13","1","Q12","382","QDT","08CZFR","07CZFR","00CZFR","00CZGT","E00056283","00CZFR","E99999999","E01011176","E02002323","5","6A1","5LK","E00056283","E01011176","E02002323","E04012085","E33012086","E38000064","E34004684","E35000021","C1","5A1",53.591758,-1.770324,"E37000020","","E23000010",21882
"HD7 7LF","HD7  7LF","HD7 7LF","198001","200101","E99999999","E08000034","E05001405","0","415970","0409161","1","E18000003","E19000001","E92000001","E12000003","2","E14000645","E15000003","E24000045","E30000219","E16000075","E05001405","07CZFS09","CZFS09","1","Q12","382","QDT","08CZFS","07CZFS","00CZFS","00CZGU","E00056322","00CZFS","E99999999","E01011185","E02002329","5","4C2","5LK","E00056322","E01011185","E02002329","E04012085","E33012125","E38000064","E34004684","E35000021","A1","6B2",53.578804,-1.760275,"E37000020","","E23000010",24684
"HD8 9QS","HD8  9QS","HD8 9QS","198001","","E99999999","E08000034","E05001397","0","424796","0411457","1","E18000003","E19000001","E92000001","E12000003","2","E14000666","E15000003","E24000045","E30000219","E16000075","E05001397","07CZFL04","CZFL04","1","Q12","382","QDT","08CZFL","07CZFL","00CZFL","00CZGL","E00056003","00CZFL","E99999999","E01011109","E02002324","8","3C1","5LK","E00056003","E01011109","E02002324","E04000181","E33012094","E38000064","E34999999","E35999999","F1","1A2",53.599100,-1.626795,"E37000020","","E23000010",23942
"HD9 5NR","HD9  5NR","HD9 5NR","200106","","E99999999","E08000034","E05008561","0","409889","0410689","1","E18000003","E19000001","E92000001","E12000003","2","E14000645","E15000003","E24000045","E30000219","E16000075","E05008561","07CZFR22","CZFR22","1","Q12","382","QDT","08CZFR","07CZFR","00CZFR","00CZGT","E00056304","00CZFR","E99999999","E01011178","E02002325","6","6D2","5LK","E00056304","E01011178","E02002325","E04012087","E33012096","E38000064","E34000458","E35999999","D1","5A1",53.592702,-1.852069,"E37000020","","E23000010",14266
"HD9 6GJ","HD9  6GJ","HD9 6GJ","200106","","E99999999","E08000034","E05008561","0","413206","0411735","1","E18000003","E19000001","E92000001","E12000003","2","E14000645","E15000003","E24000045","E30000219","E16000075","E05008561","07CZFR03","CZFR03","1","Q12","382","QDT","08CZFR","07CZFR","00CZFR","00CZGT","E00056271","00CZFR","E99999999","E01011173","E02002323","5","4A1","5LK","E00056271","E01011173","E02002323","E04012085","E33012091","E38000064","E34004684","E35000021","A1","6B2",53.602016,-1.801912,"E37000020","","E23000010",30058
"HG1 1HP","HG1  1HP","HG1 1HP","198001","","E10000023","E07000165","E05006251","0","430379","0454859","1","E18000003","E19000001","E92000001","E12000003","2","E14000730","E15000003","E24000044","E30000214","E16000099","E05006251","36UDGJ17","NZGJ17","1","Q11","815","QDR","37NZGJ","36UDGJ","36UDGJ","36UDHA","E00140964","36UDHA","E99999999","E01027678","E02005775","5","5B3","5KJ","E00140964","E01027678","E02005775","E43000248","E33010218","E38000073","E34004646","E35000975","C1","7A2",53.988890,-1.538174,"E37000020","E37000039","E23000009",11515
"HG1 2PG","HG1  2PG","HG1 2PG","198001","199212","E10000023","E07000165","E05006243","1","429500","0455300","8","E18000003","E19000001","E92000001","E12000003","2","E14000730","E15000003","E24000044","E30000214","E16000099","E05006243","36UDFF16","NZFF16","1","Q11","815","QDR","37NZFF","36UDFF","36UDFF","36UDGR","E00140827","36UDGR","E99999999","E01027655","E02005775","5","2B1","5KJ","E00140827","E01027655","E02005775","E43000248","E33013570","E38000073","E34004646","E35000975","C1","5B1",53.992904,-1.551536,"E37000020","E37000039","E23000009",29378
"HG1 3JY","HG1  3JY","HG1 3JY","198001","","E10000023","E07000165","E05006238","0","430976","0457548","1","E18000003","E19000001","E92000001","E12000003","2","E14000730","E15000003","E24000044","E30000214","E16000099","E05006238","36UDFB04","NZFB04","1","Q11","815","QDR","37NZFB","36UDFB","36UDFB","36UDGL","E00140755","36UDGL","E99999999","E01027639","E02005770","5","4C2","5KJ","E00140755","E01027639","E02005770","E43000248","E33013540","E38000073","E34004646","E35000975","C1","6B2",54.013022,-1.528796,"E37000020","E37000039","E23000009",31301
"HG1 4WU","HG1  4WU","HG1 4WU","200303","","E10000023","E07000165","E05006242","1","431404","0456372","1","E18000003","E19000001","E92000001","E12000003","2","E14000730","E15000003","E24000044","E30000214","E16000099","E05006242","36UDFJ01","NZFJ01","1","Q11","815","QDR","37NZFJ","36UDFJ","36UDFJ","36UDGQ","E00140817","36UDGQ","E99999999","E01027649","E02005773","5","1B2","5KJ","E00140817","E01027649","E02005773","E43000248","E33010184","E38000073","E34004646","E35000975","C1","8D2",54.002427,-1.522386,"E37000020","E37000039","E23000009",16416
"HG1 5SA","HG1  5SA","HG1 5SA","200006","","E10000023","E07000165","E05006251","0","430317","0455724","1","E18000003","E19000001","E92000001","E12000003","2","E14000730","E15000003","E24000044","E30000214","E16000099","E05006251","36UDGJ07","NZGJ07","1","Q11","815","QDR","37NZGJ","36UDGJ","36UDGJ","36UDHA","E00140974","36UDHA","E99999999","E01027677","E02005775","5","2B2","5KJ","E00140974","E01027677","E02005775","E43000248","E33013571","E38000073","E34004646","E35000975","C1","2C1",53.996683,-1.539039,"E37000020","E37000039","E23000009",21179
"HG1 5SR","HG1  5SR","HG1 5SR","199507","199612","E10000023","E07000165","E05006244","1","430900","0455700","8","E18000003","E19000001","E92000001","E12000003","2","E14000730","E15000003","E24000044","E30000214","E16000099","E05006244","36UDFG12","NZFG12","1","Q11","815","QDR","37NZFG","36UDFG","36UDFG","36UDGS","E00140856","36UDGS","E99999999","E01027659","E02005775","5","2B2","5KJ","E00140856","E01027659","E02005775","E43000248","E33013565","E38000073","E34004646","E35000975","C1","2C1",53.996418,-1.530143,"E37000020","E37000039","E23000009",17019
"HG2 8AT","HG2  8AT","HG2 8AT","198001","","E10000023","E07000165","E05006269","0","430584","0454244","1","E18000003","E19000001","E92000001","E12000003","2","E14000730","E15000003","E24000044","E30000214","E16000099","E05006269","36UDGH09","NZGH09","1","Q11","815","QDR","37NZGH","36UDGH","36UDGH","36UDHU","E00141218","36UDHU","E99999999","E01027732","E02005779","5","2B1","5KJ","E00141218","E01027732","E02005779","E43000248","E33013598","E38000073","E34004646","E35000975","C1","5B2",53.983351,-1.535109,"E37000020","E37000039","E23000009",32184
"HG3 1UX","HG3  1UX","HG3 1UX","199512","","E10000023","E07000165","E05006242","1","431404","0456372","1","E18000003","E19000001","E92000001","E12000003","2","E14000730","E15000003","E24000044","E30000214","E16000099","E05006242","36UDFJ01","NZFJ01","1","Q11","815","QDR","37NZFJ","36UDFJ","36UDFJ","36UDGQ","E00140817","36UDGQ","E99999999","E01027649","E02005773","5","1B2","5KJ","E00140817","E01027649","E02005773","E43000248","E33010184","E38000073","E34004646","E35000975","C1","8D2",54.002427,-1.522386,"E37000020","E37000039","E23000009",16416
"HG3 2WU","HG3  2WU","HG3 2WU","199912","","E10000023","E07000165","E05006266","0","427622","0456304","1","E18000003","E19000001","E92000001","E12000003","2","E14000730","E15000003","E24000044","E30000214","E16000099","E05006266","36UDFL08","NZFL08","1","Q11","815","QDR","37NZFL","36UDFL","36UDFL","36UDHR","E00141184","36UDHR","E99999999","E01027722","E02005768","5","4A1","5KJ","E00141184","E01027722","E02005768","E04007365","E33013533","E38000073","E34004646","E35000975","C1","6A2",54.002031,-1.580089,"E37000020","E37000039","E23000009",31342
"HP111DG","HP11 1DG","HP11 1DG","200106","200207","E10000002","E07000007","E05002674","1","486759","0192847","1","E18000009","E19000002","E92000001","E12000008","5","E14001056","E15000008","E24000026","E30000218","E16000134","E05002674","11UFFD14","DZFD14","1","Q16","825","QA8","12DZFD","11UFFD","11UFFD","11UFGK","E00090011","11UFGK","E99999999","E01017839","E02003710","5","2B2","5G5","E00172607","E01017839","E02003710","E43000041","E33039688","E38000033","E34004704","E35001210","C1","2A3",51.627760,-0.748003,"E37000002","","E23000029",20097
"HP112RL","HP11 2RL","HP11 2RL","198001","","E10000002","E07000007","E05002693","0","485439","0193405","1","E18000009","E19000002","E92000001","E12000008","5","E14001056","E15000008","E24000026","E30000218","E16000134","E05002693","11UFGD12","DZGD12","1","Q16","825","QA8","12DZGD","11UFGD","11UFGD","11UFHF","E00090324","11UFHF","E99999999","E01017905","E02003708","5","7A1","5G5","E00090324","E01017905","E02003708","E43000041","E33037690","E38000033","E34004704","E35001210","C1","4B1",51.632977,-0.766932,"E37000002","","E23000029",10688
"HP135PR","HP13 5PR","HP13 5PR","199109","","E10000002","E07000007","E05002697","0","486730","0194142","1","E18000009","E19000002","E92000001","E12000008","5","E14001056","E15000008","E24000026","E30000218","E16000134","E05002697","11UFFJ11","DZFJ11","1","Q16","825","QA8","12DZFJ","11UFFJ","11UFFJ","11UFHK","E00090394","11UFHK","E99999999","E01017921","E02003703","5","6D1","5G5","E00090394","E01017921","E02003703","E43000041","E33041432","E38000033","E34004704","E35001210","C1","5A2",51.639405,-0.748101,"E37000002","","E23000029",25875
"HP136WF","HP13 6WF","HP13 6WF","200112","200309","E10000002","E07000007","E05002674","1","486759","0192847","5","E18000009","E19000002","E92000001","E12000008","5","E14001056","E15000008","E24000026","E30000218","E16000134","E05002674","11UFFD14","DZFD14","1","Q16","825","QA8","12DZFD","11UFFD","11UFFD","11UFGK","E00090011","11UFGK","E99999999","E01017839","E02003710","5","2B2","5G5","E00172607","E01017839","E02003710","E43000041","E33039688","E38000033","E34004704","E35001210","C1","2A3",51.627760,-0.748003,"E37000002","","E23000029",20097
"HP144PW","HP14 4PW","HP14 4PW","198001","","E10000002","E07000007","E05002683","0","486133","0196971","1","E18000009","E19000002","E92000001","E12000008","5","E14000538","E15000008","E24000026","E30000218","E16000134","E05002683","11UFFP03","DZFP03","1","Q16","825","QA8","12DZFP","11UFFP","11UFFP","11UFGU","E00090167","11UFGU","E99999999","E01017870","E02003698","7","4B3","5G4","E00090167","E01017870","E02003698","E04012607","E33041410","E38000033","E34004704","E35000484","C1","6A2",51.664927,-0.756030,"E37000002","","E23000029",32796
"HP169EZ","HP16 9EZ","HP16 9EZ","198001","","E10000002","E07000005","E05002650","0","487096","0200885","1","E18000009","E19000002","E92000001","E12000008","5","E14000631","E15000008","E24000026","E30000218","E16000134","E05002650","11UCGC01","DWGC01","1","Q16","825","QA8","12DWGC","11UCGC","11UCGC","11UCHE","E00089756","11UCHE","E99999999","E01017787","E02003680","6","6D2","5G4","E00089756","E01017787","E02003680","E04001573","E33041307","E38000033","E34004462","E35999999","D1","5A1",51.699966,-0.741113,"E37000002","","E23000029",32811
"HP170XN","HP17 0XN","HP17 0XN","198001","","E10000002","E07000007","E05002688","0","482389","0206678","1","E18000009","E19000002","E92000001","E12000008","5","E14000608","E15000008","E24000026","E30000218","E16000134","E05002688","11UFFQ04","DZFQ04","1","Q16","825","QA8","12DZFQ","11UFFQ","11UFFQ","11UFHA","E00090234","11UFHA","E99999999","E01017886","E02003697","7","4B4","5DP","E00090234","E01017886","E02003697","E04001599","E33041403","E38000003","E34999999","E35999999","F1","1A2",51.752746,-0.807859,"E37000002","","E23000029",24441
"HP2 6BD","HP2  6BD","HP2 6BD","198001","199501","E10000015","E07000096","E05004704","1","506100","0209200","8","E18000006","E19000001","E92000001","E12000006","5","E14000739","E15000006","E24000005","E30000237","E16000150","E05004704","26UCFT13","KDFT13","1","Q02","919","QEX","27KDFT","26UCFT","26UCFT","26UCGW","E00118848","26UCGW","E99999999","E01023396","E02004862","5","1C3","5GW","E00118848","E01023396","E02004862","E43000076","E33027109","E38000079","E34999999","E35999999","A1","8D2",51.771429,-0.463715,"E37000017","","E23000027",18010
"HP219XY","HP21 9XY","HP21 9XY","198601","","E10000002","E07000004","E05010347","0","483498","0211660","1","E18000009","E19000002","E92000001","E12000008","5","E14000538","E15000008","E24000026","E30000218","E16000134","E05010347","11UBGM02","DUGM02","1","Q16","825","QA8","12DUGM","11UBGM","11UBGM","11UBHL","E00089272","11UBHL","E99999999","E01017691","E02003670","5","4A1","5DP","E00089272","E01017691","E02003670","E04001534","E33041247","E38000003","E34004954","E35001278","C1","6A2",51.797365,-0.790601,"E37000002","E37000031","E23000029",31447
"HP224JG","HP22 4JG","HP22 4JG","198001","","E10000002","E07000004","E05010356","0","479346","0221215","1","E18000009","E19000002","E92000001","E12000008","5","E14000608","E15000008","E24000026","E30000243","E16000134","E05010356","11UBGD07","DUGD07","1","Q16","825","QA8","12DUGD","11UBGD","11UBGD","11UBJA","E00089444","11UBJA","E99999999","E01017725","E02003659","7","4C2","5DP","E00089444","E01032958","E02003659","E04001552","E33041204","E38000003","E34001165","E35999999","E1","1B1",51.883867,-0.848585,"E37000002","E37000031","E23000029",28006
"HP279XP","HP27 9XP","HP27 9XP","199912","200101","E10000002","E07000007","E05002699","1","479652","0203737","6","E18000009","E19000002","E92000001","E12000008","5","E14000608","E15000008","E24000026","E30000218","E16000134","E05002699","11UFGE01","DZGE01","1","Q16","825","QA8","12DZGE","11UFGE","11UFGE","11UFHM","E00090453","11UFHM","E99999999","E01017930","E02003696","8","4D1","5DP","E00090453","E01017930","E02003696","E04001613","E33041401","E38000003","E34999999","E35999999","D1","6B4",51.726703,-0.848173,"E37000002","","E23000029",31789
"HP3 9DA","HP3  9DA","HP3 9DA","201110","","E10000015","E07000096","E05004694","0","506118","0205425","1","E18000006","E19000001","E92000001","E12000006","5","E14000739","E15000006","E24000005","E30000237","E16000150","E05004694","26UCFP07","KDFP07","1","Q02","919","QEX","27KDFP","26UCFP","26UCFP","26UCGJ","E00118648","26UCGJ","E99999999","E01023353","E02004873","5","2B2","5GW","E00169632","E01033023","E02004873","E43000076","E33027150","E38000079","E34004707","E35001447","A1","5A3",51.737496,-0.464605,"E37000017","","E23000027",20426
"HP3 9GH","HP3  9GH","HP3 9GH","199812","200110","E10000015","E07000096","E05004705","1","505728","0206630","1","E18000006","E19000001","E92000001","E12000006","5","E14000739","E15000006","E24000005","E30000237","E16000150","E05004705","26UCFL08","KDFL08","1","Q02","919","QEX","27KDFL","26UCFL","26UCFL","26UCGX","E00118863","26UCGX","E99999999","E01023398","E02004870","5","2B2","5GW","E00169641","E01023398","E02004870","E43000076","E33024918","E38000079","E34004707","E35001447","A1","3A2",51.748400,-0.469885,"E37000017","","E23000027",20384
"HP4 1RX","HP4  1RX","HP4 1RX","198803","199405","E10000002","E07000004","E05010338","1","499300","0216300","8","E18000009","E19000002","E92000001","E12000008","5","E14000608","E15000008","E24000026","E30000237","E16000134","E05010338","11UBFJ05","DUFJ05","1","Q16","825","QA8","12DUFJ","11UBFJ","11UBFJ","11UBHB","E00089134","11UBHB","E99999999","E01017657","E02003660","7","3A1","5DP","E00089134","E01017657","E02003660","E04001482","E33041209","E38000003","E34002275","E35999999","E1","1B2",51.836491,-0.560200,"E37000002","E37000031","E23000029",30151
"HP4 2ZU","HP4  2ZU","HP4 2ZU","200311","200603","E10000015","E07000096","E05004697","1","498847","0208024","1","E18000006","E19000001","E92000001","E12000006","5","E14000951","E15000006","E24000005","E30000237","E16000150","E05004697","26UCFF06","KDFF06","1","Q02","919","QEX","27KDFF","26UCFF","26UCFF","26UCGM","E00118702","26UCGM","E99999999","E01023361","E02004864","5","2B1","5GW","E00118702","E01023361","E02004864","E04004697","E33024164","E38000079","E34004594","E35000904","C1","5A3",51.762185,-0.569129,"E37000017","","E23000027",29552
"HP7 0HL","HP7  0HL","HP7 0HL","198001","","E10000002","E07000005","E05002632","0","495917","0197303","1","E18000009","E19000002","E92000001","E12000008","5","E14000631","E15000008","E24000026","E30000218","E16000134","E05002632","11UCFC02","DWFC02","1","Q16","825","QA8","12DWFC","11UCFC","11UCFC","11UCGK","E00089531","11UCGK","E99999999","E01017744","E02003682","5","6B2","5G4","E00089531","E01017744","E02003682","E04001563","E33037622","E38000033","E34004892","E35001417","C1","5B2",51.666328,-0.614518,"E37000002","","E23000029",28147
"HP7 0NF","HP7  0NF","HP7 0NF","198001","","E10000002","E07000005","E05002649","0","493524","0195356","1","E18000009","E19000002","E92000001","E12000008","5","E14000631","E15000008","E24000026","E30000218","E16000134","E05002649","11UCFQ04","DWFQ04","1","Q16","825","QA8","12DWFQ","11UCFQ","11UCFQ","11UCHD","E00089735","11UCHD","E99999999","E01017783","E02003684","7","3A2","5G4","E00089735","E01017783","E02006823","E04001576","E33045345","E38000033","E34001676","E35999999","E1","5B3",51.649230,-0.649628,"E37000002","","E23000029",26684
"HR1 4YF","HR1  4YF","HR1 4YF","200106","200306","E99999999","E06000019","E05009489","1","351420","0240489","1","E18000005","E19000001","E92000001","E12000005","7","E14000743","E15000005","E24000042","E30000216","E16000015","E05009489","25UCFC02","JTFC02","1","Q28","884","QED","26JTFC","25UCFC","00GAMJ","00GAPG","E00070724","00GAPG","E99999999","E01014010","E02002916","5","6C2","5CN","E00070724","E01014010","E02002916","E04000921","E33018740","E38000078","E34004334","E35999999","C1","4A2",52.060637,-2.709996,"E37000036","","E23000016",6982
"HR2 0DR","HR2  0DR","HR2 0DR","198001","","E99999999","E06000019","E05009455","0","336165","0227477","1","E18000005","E19000001","E92000001","E12000005","7","E14000743","E15000005","E24000042","E30000216","E16000015","E05009455","25UGFZ09","JYFZ09","1","Q28","884","QED","26JYFZ","25UGFZ","00GANL","00GAPM","E00070788","00GAPM","E99999999","E01014021","E02002924","8","3B1","5CN","E00070788","E01014021","E02002924","E04000864","E33021463","E38000078","E34999999","E35999999","F1","1C3",51.942115,-2.930048,"E37000036","","E23000016",15548
"HR2 7XH","HR2  7XH","HR2 7XH","198710","","E99999999","E06000019","E05009441","0","349497","0238594","1","E18000005","E19000001","E92000001","E12000005","7","E14000743","E15000005","E24000042","E30000216","E16000015","E05009441","25UGFM08","JYFM08","1","Q28","884","QED","26JYFM","25UGFM","00GAMK","00GAPA","E00070622","00GAPA","E99999999","E01013996","E02002920","5","4A2","5CN","E00070622","E01013996","E02002920","E04000920","E33021439","E38000078","E34004334","E35999999","C1","6B3",52.043429,-2.737761,"E37000036","","E23000016",24563
"HR7 4AW","HR7  4AW","HR7 4AW","198001","","E99999999","E06000019","E05009447","0","365031","0254546","1","E18000005","E19000001","E92000001","E12000005","7","E14000847","E15000005","E24000042","E30000216","E16000015","E05009447","25UEFD06","JWFD06","1","Q28","884","QED","26JWFD","25UEFD","00GAMF","00GAPD","E00070684","00GAPD","E99999999","E01014005","E02002909","6","1C1","5CN","E00070684","E01014005","E02002909","E04000716","E33021383","E38000078","E34002698","E35999999","D1","8C2",52.188041,-2.512927,"E37000036","","E23000016",7947
"HR8 1AS","HR8  1AS","HR8 1AS","198001","","E99999999","E06000019","E05009465","0","370780","0238354","1","E18000005","E19000001","E92000001","E12000005","7","E14000847","E15000005","E24000042","E30000216","E16000015","E05009465","25UEFS03","JWFS03","1","Q28","884","QED","26JWFS","25UEFS","00GANB","00GAPU","E00070880","00GAPU","E99999999","E01014040","E02002923","6","3C1","5CN","E00070880","E01014040","E02002923","E04000797","E33021456","E38000078","E34003168","E35999999","D1","1B2",52.042806,-2.427441,"E37000036","","E23000016",23140
"HR9 9BL","HR9  9BL","HR9 9BL","200805","201005","E99999999","E06000019","E05009479","1","360777","0223871","1","E18000005","E19000001","E92000001","E12000005","7","E14000743","E15000005","E24000042","K01000005","E16000015","E05009479","25UGGA06","JYGA06","1","Q28","884","QED","26JYGA","25UGGA","00GANM","00GAQE","E00071004","00GAQE","E99999999","E01014061","E02002926","5","3C1","5CN","E00071004","E01014061","E02002926","E04012406","E33018781","E38000078","E34000710","E35999999","C1","6B4",51.911981,-2.571618,"E37000036","","E23000016",25560
"HS1 2BD","HS1  2BD","HS1 2BD","199507","","S99999999","S12000013","S13002605","0","142213","0932792","1","S08000028","S99999999","S92000003","S99999999","0","S14000027","S15000001","S09000003","S22000013","S03000041","S31001171","99ZZ0099","ZZ0099","9","SW9","RJ","SW9","82UB14","82UB14","00RJ15","99ZZ00","S00042496","32C16","S99999999","S01002356","S02000437","5","2B1","X98","S00135182","S01009041","S02001693","S99999999","S34000722","S03000041","S99999999","S99999999","5","7A2",58.208272,-6.390172,"S99999999","S99999999","S23000009",2112
"HS1 9AG","HS1  9AG","HS1 9AG","201008","201207","S99999999","S12000013","S13002605","1","142807","0932745","1","S08000028","S99999999","S92000003","S99999999","0","S14000027","S15000001","S09000003","S22000013","S03000041","S31001171","99ZZ0099","ZZ0099","9","SW9","RJ","SW9","82UB14","82UB14","00RJ15","99ZZ00","S00042495","32C15","S99999999","S01002356","S02000437","5","3C2","X98","S00135181","S01009041","S02001693","S99999999","S34000719","S03000041","S99999999","S99999999","5","5B2",58.208198,-6.380042,"S99999999","S99999999","S23000009",2112
"HS2 0WA","HS2  0WA","HS2 0WA","199906","200006","S99999999","S12000013","S13002607","1","148189","0942206","6","S08000028","S99999999","S92000003","S99999999","0","S14000027","S15000001","S09000003","S22000013","S03000041","S31001162","99ZZ0099","ZZ0099","9","SW9","RJ","SW9","82UB07","82UB07","00RJ07","99ZZ00","S00042467","32C07","S99999999","S01002371","S02000438","8","4B1","X98","S00135150","S01009034","S02001692","S99999999","S34001186","S03000041","S99999999","S99999999","8","6A3",58.296038,-6.298983,"S99999999","S99999999","S23000009",3291
"HU1 2LJ","HU1  2LJ","HU1 2LJ","198510","","E99999999","E06000010","E05001677","0","509807","0428572","1","E18000003","E19000001","E92000001","E12000003","2","E14000773","E15000003","E24000047","E30000220","E16000101","E05001677","27UJFK28","KWFK28","1","Q11","810","QDF","28KWFK","27UJFK","00FAMK","00FANL","E00064824","00FANL","E99999999","E01012853","E02002680","5","2A1","5E6","E00064824","E01033104","E02002680","E43000010","E33009833","E38000085","E34004839","E35001335","C1","2C1",53.741973,-0.336561,"E37000018","","E23000012",4755
"HU106SU","HU10 6SU","HU10 6SU","198001","","E99999999","E06000011","E05001710","0","504151","0428798","1","E18000003","E19000001","E92000001","E12000003","2","E14000724","E15000003","E24000047","E30000220","E16000100","E05001710","27UEFA06","KRFA06","1","Q11","811","QDF","28KRFA","27UEFA","00FBNA","00FBPD","E00066143","00FBPD","E99999999","E01013106","E02002713","5","1C3","5E3","E00066143","E01013106","E02006814","E04000510","E33013855","E38000052","E34004839","E35001335","C1","8A1",53.745163,-0.422206,"E37000018","E37000039","E23000012",12322
"HU114NL","HU11 4NL","HU11 4NL","198001","","E99999999","E06000011","E05001701","0","522772","0434523","1","E18000003","E19000001","E92000001","E12000003","2","E14000556","E15000003","E24000047","E30000220","E16000100","E05001701","27UHFE04","KUFE04","1","Q11","811","QDF","28KUFE","27UHFE","00FBMQ","00FBNT","E00065749","00FBNT","E99999999","E01013030","E02002704","7","3A1","5E4","E00065749","E01013030","E02002704","E04000419","E33012967","E38000052","E34999999","E35999999","E1","1B1",53.792544,-0.137726,"E37000018","E37000039","E23000012",15694
"HU120SF","HU12 0SF","HU12 0SF","198001","","E99999999","E06000011","E05001707","0","531718","0422497","1","E18000003","E19000001","E92000001","E12000003","2","E14000556","E15000003","E24000047","E30000220","E16000100","E05001707","27UHFL04","KUFL04","1","Q11","811","QDF","28KUFL","27UHFL","00FBMX","00FBPA","E00066010","00FBPA","E99999999","E01013086","E02002722","6","3A2","5E4","E00066010","E01013086","E02002722","E04000450","E33013056","E38000052","E34001523","E35999999","D1","1C2",53.682335,-0.007126,"E37000018","E37000039","E23000012",8040
"HU128PJ","HU12 8PJ","HU12 8PJ","198410","","E99999999","E06000011","E05001709","0","519897","0428607","1","E18000003","E19000001","E92000001","E12000003","2","E14000556","E15000003","E24000047","E30000220","E16000100","E05001709","27UHFG05","KUFG05","1","Q11","811","QDF","28KUFG","27UHFG","00FBMZ","00FBPC","E00066073","00FBPC","E99999999","E01013097","E02002712","6","6B3","5E4","E00066073","E01013097","E02002712","E04000409","E33013010","E38000052","E34004837","E35000146","C1","5A1",53.740068,-0.183642,"E37000018","E37000039","E23000012",21309
"HU129RH","HU12 9RH","HU12 9RH","198001","","E99999999","E06000011","E05001707","0","524673","0425298","1","E18000003","E19000001","E92000001","E12000003","2","E14000556","E15000003","E24000047","E30000220","E16000100","E05001707","27UHFK03","KUFK03","1","Q11","811","QDF","28KUFK","27UHFK","00FBMX","00FBPA","E00065999","00FBPA","E99999999","E01013085","E02002714","6","3A1","5E4","E00065999","E01013085","E02002714","E04000422","E33013014","E38000052","E34000268","E35999999","D1","1B1",53.709223,-0.112604,"E37000018","E37000039","E23000012",18340
"HU170RP","HU17 0RP","HU17 0RP","198001","","E99999999","E06000011","E05001702","0","504626","0437031","1","E18000003","E19000001","E92000001","E12000003","2","E14000556","E15000003","E24000047","E30000220","E16000100","E05001702","27UEGA07","KRGA07","1","Q11","811","QDF","28KRGA","27UEGA","00FBMF","00FBNU","E00065789","00FBNU","E99999999","E01013039","E02002703","8","3B2","5E3","E00065789","E01013039","E02002703","E04000505","E33012962","E38000052","E34999999","E35999999","E1","1A4",53.819037,-0.412216,"E37000018","E37000039","E23000012",19757
"HU176SP","HU17 6SP","HU17 6SP","200502","","E99999999","E06000011","E05001705","0","503454","0439474","1","E18000003","E19000001","E92000001","E12000003","2","E14000556","E15000003","E24000047","E30000220","E16000100","E05001705","27UEFR05","KRFR05","1","Q11","811","QDF","28KRFR","27UEFR","00FBMU","00FBNY","E00065937","00FBNY","E99999999","E01013062","E02002702","5","5A1","5E3","E00065937","E01013062","E02002702","E04000508","E33009931","E38000052","E34000313","E35999999","C1","7A2",53.841221,-0.429190,"E37000018","E37000039","E23000012",21898
"HU192EY","HU19 2EY","HU19 2EY","200704","","E99999999","E06000011","E05001707","0","533711","0427548","1","E18000003","E19000001","E92000001","E12000003","2","E14000556","E15000003","E24000047","E30000220","E16000100","E05001707","27UHFU04","KUFU04","1","Q11","811","QDF","28KUFU","27UHFU","00FBMX","00FBPA","E00066022","00FBPA","E99999999","E01013082","E02002714","6","4C1","5E4","E00066022","E01013082","E02002714","E04000502","E33013012","E38000052","E34003793","E35999999","D1","1B1",53.727200,0.025207,"E37000018","E37000039","E23000012",13378
"HU3 4YY","HU3  4YY","HU3 4YY","199405","199912","E99999999","E06000010","E05001682","1","507845","0427555","6","E18000003","E19000001","E92000001","E12000003","2","E14000773","E15000003","E24000047","E30000220","E16000101","E05001682","27UJFQ12","KWFQ12","1","Q11","810","QDF","28KWFQ","27UJFQ","00FAMQ","00FANR","E00065040","00FANR","E99999999","E01012889","E02002681","5","5B4","5E6","E00065040","E01012889","E02002681","E43000010","E33009885","E38000085","E34004839","E35001335","C1","7A1",53.733245,-0.366650,"E37000018","","E23000012",92
"HU3 6SP","HU3  6SP","HU3 6SP","198001","","E99999999","E06000010","E05001678","0","506833","0428580","1","E18000003","E19000001","E92000001","E12000003","2","E14000773","E15000003","E24000047","E30000220","E16000101","E05001678","27UJFL14","KWFL14","1","Q11","810","QDF","28KWFL","27UJFL","00FAML","00FANM","E00064889","00FANM","E99999999","E01012865","E02002678","5","6C2","5E6","E00064889","E01012865","E02002678","E43000010","E33012827","E38000085","E34004839","E35001335","C1","4A2",53.742662,-0.381631,"E37000018","","E23000012",1276
