pcd,pcd2,pcds,dointr,doterm,oscty,oslaua,osward,usertype,oseast1m,osnrth1m,osgrdind,oshlthau,hro,ctry,gor,streg,pcon,eer,teclec,ttwa,pct,nuts,psed,cened,edind,oshaprev,lea,oldha,wardc91,wardo91,ward98,statsward,oa01,casward,park,lsoa01,msoa01,ur01ind,oac01,oldpct,oa11,lsoa11,msoa11,parish,wz11,ccg,bua11,buasd11,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd
"HU4 6YF","HU4  6YF","HU4 6YF","199906","200006","E99999999","E06000010","E05001678","1","505849","0427966","6","E18000003","E19000001","E92000001","E12000003","2","E14000773","E15000003","E24000047","E30000220","E16000101","E05001678","27UJFL27","KWFL27","1","Q11","810","QDF","28KWFL","27UJFL","00FAML","00FANM","E00064866","00FANM","E99999999","E01012860","E02002682","5","1B1","5E6","E00064866","E01012860","E02002682","E43000010","E33012849","E38000085","E34004839","E35001335","C1","8D3",53.737346,-0.396754,"E37000018","","E23000012",7502
"HU5 5BP","HU5  5BP","HU5 5BP","198001","","E99999999","E06000010","E05001666","0","506039","0429687","1","E18000003","E19000001","E92000001","E12000003","2","E14000773","E15000003","E24000047","E30000220","E16000101","E05001666","27UJFC02","KWFC02","1","Q11","810","QDF","28KWFC","27UJFC","00FAMC","00FAMZ","E00064411","00FAMZ","E99999999","E01012774","E02002670","5","6A2","5E6","E00064411","E01012774","E02002670","E43000010","E33012791","E38000085","E34004839","E35001335","C1","8B1",53.752770,-0.393285,"E37000018","","E23000012",9434
"HU7 0BU","HU7  0BU","HU7 0BU","199208","","E99999999","E06000010","E05001672","1","509897","0431930","1","E18000003","E19000001","E92000001","E12000003","2","E14000771","E15000003","E24000047","E30000220","E16000101","E05001672","27UJFT26","KWFT26","1","Q11","810","QDF","28KWFT","27UJFT","00FAMT","00FANF","E00064660","00FANF","E99999999","E01012817","E02002667","5","6C2","5E5","E00064660","E01012817","E02002667","E43000010","E33009807","E38000085","E34004839","E35001335","C1","8B1",53.772123,-0.334004,"E37000018","","E23000012",9094
"HU8 8DT","HU8  8DT","HU8 8DT","198001","","E99999999","E06000010","E05001671","0","510398","0430856","1","E18000003","E19000001","E92000001","E12000003","2","E14000771","E15000003","E24000047","E30000220","E16000101","E05001671","27UJFE02","KWFE02","1","Q11","810","QDF","28KWFE","27UJFE","00FAME","00FANE","E00064616","00FANE","E99999999","E01012804","E02002667","5","6C2","5E5","E00064616","E01012804","E02002667","E43000010","E33009803","E38000085","E34004839","E35001335","C1","8B1",53.762368,-0.326789,"E37000018","","E23000012",13485
"HU8 9FB","HU8  9FB","HU8 9FB","199201","199212","E99999999","E06000010","E05001685","1","512300","0432800","8","E18000003","E19000001","E92000001","E12000003","2","E14000771","E15000003","E24000047","E30000220","E16000101","E05001685","27UJFU24","KWFU24","1","Q11","810","QDF","28KWFU","27UJFU","00FAMU","00FANU","E00065110","00FANU","E99999999","E01012911","E02002658","5","6B3","5E5","E00065110","E01012911","E02002658","E43000010","E33012745","E38000085","E34004839","E35001335","C1","6B4",53.779427,-0.297244,"E37000018","","E23000012",23930
"HU9 9DF","HU9  9DF","HU9 9DF","200607","200709","E99999999","E06000010","E05001671","1","510461","0428821","1","E18000003","E19000001","E92000001","E12000003","2","E14000771","E15000003","E24000047","E30000220","E16000101","E05001671","27UJFE29","KWFE29","1","Q11","810","QDF","28KWFE","27UJFE","00FAME","00FANE","E00064578","00FANE","E99999999","E01012811","E02002677","5","6D1","5E5","E00064578","E01012811","E02002677","E43000010","E33009792","E38000085","E34004839","E35001335","C1","5A3",53.744072,-0.326561,"E37000018","","E23000012",17012
"HX1 1ET","HX1  1ET","HX1 1ET","198504","199012","E99999999","E08000033","E05001386","1","409400","0425000","8","E18000003","E19000001","E92000001","E12000003","2","E14000723","E15000003","E24000045","E30000029","E16000040","E05001386","07CYFS12","CYFS12","1","Q12","381","QDT","08CYFS","07CYFS","00CYFS","00CYGL","E00055407","00CYFS","E99999999","E01010994","E02002251","5","7A2","5J6","E00055407","E01010994","E02002251","E43000187","E33009379","E38000025","E34004684","E35000317","A1","2C1",53.721325,-1.859029,"E37000020","","E23000010",1237
"HX1 3AR","HX1  3AR","HX1 3AR","198001","","E99999999","E08000033","E05001383","0","408287","0424360","1","E18000003","E19000001","E92000001","E12000003","2","E14000723","E15000003","E24000045","E30000029","E16000040","E05001383","07CYFP04","CYFP04","1","Q12","381","QDT","08CYFP","07CYFP","00CYFP","00CYGH","E00055285","00CYFP","E99999999","E01010974","E02002259","5","7A2","5J6","E00055285","E01010974","E02002259","E43000187","E33011797","E38000025","E34004684","E35000317","A1","4B2",53.715591,-1.875912,"E37000020","","E23000010",6752
"HX2 6JP","HX2  6JP","HX2 6JP","198001","","E99999999","E08000033","E05001377","0","403507","0424091","1","E18000003","E19000001","E92000001","E12000003","2","E14000614","E15000003","E24000045","E30000029","E16000040","E05001377","07CYFM01","CYFM01","1","Q12","381","QDT","08CYFM","07CYFM","00CYFM","00CYGB","E00055209","00CYFM","E99999999","E01010956","E02002263","8","3C1","5J6","E00055209","E01010956","E02002263","E43000187","E33011823","E38000025","E34999999","E35999999","F1","1B2",53.713227,-1.948342,"E37000020","","E23000010",18419
"HX2 6TB","HX2  6TB","HX2 6TB","198001","","E99999999","E08000033","E05001377","0","403994","0427991","1","E18000003","E19000001","E92000001","E12000003","2","E14000614","E15000003","E24000045","E30000029","E16000040","E05001377","07CYFG02","CYFG02","1","Q12","381","QDT","08CYFG","07CYFG","00CYFG","00CYGB","E00055043","00CYFG","E99999999","E01010920","E02002250","7","6D2","5J6","E00055043","E01010920","E02002250","E43000187","E33011747","E38000025","E34999999","E35999999","E1","5A1",53.748277,-1.940915,"E37000020","","E23000010",18418
"HX6 3AL","HX6  3AL","HX6 3AL","199712","200209","E99999999","E08000033","E05001384","0","405805","0423149","1","E18000003","E19000001","E92000001","E12000003","2","E14000723","E15000003","E24000045","E30000029","E16000040","E05001384","07CYFQ21","CYFQ21","1","Q12","381","QDT","08CYFQ","07CYFQ","00CYFQ","00CYGJ","E00055332","00CYFQ","E99999999","E01010979","E02002260","5","6B3","5J6","E00055332","E01010979","E02002260","E43000187","E33011805","E38000025","E34004684","E35000710","A1","5A3",53.704740,-1.913542,"E37000020","","E23000010",6061
"HX7 5JJ","HX7  5JJ","HX7 5JJ","198001","","E99999999","E08000033","E05001377","0","401467","0425616","1","E18000003","E19000001","E92000001","E12000003","2","E14000614","E15000003","E24000045","E30000029","E16000040","E05001377","07CYFG22","CYFG22","1","Q12","381","QDT","08CYFG","07CYFG","00CYFG","00CYGB","E00055062","00CYFG","E99999999","E01010917","E02002250","6","6A1","5J6","E00055062","E01010917","E02002250","E04000176","E33009365","E38000025","E34003327","E35999999","D1","5A1",53.726943,-1.979244,"E37000020","","E23000010",20400
"IG1 9EL","IG1  9EL","IG1 9EL","200907","201005","E99999999","E09000026","E05000501","1","543760","0186389","1","E18000007","E19000003","E92000001","E12000007","5","E14000760","E15000007","E24000015","E30000234","E16000083","E05000501","01BCFN04","BGFN04","1","Q06","317","QA5","02BGFN","01BCFN","00BCFN","00BCGE","E00018544","00BCGE","E99999999","E01003689","E02000780","5","2A2","5NA","E00018544","E01003689","E02000780","E43000216","E33030485","E38000138","E34004707","E35001173","A1","3A2",51.558070,0.072373,"E37000023","","E23000001",4619
"IG109AJ","IG10 9AJ","IG10 9AJ","200606","200607","E10000012","E07000072","E05004165","1","542333","0196528","1","E18000006","E19000001","E92000001","E12000006","5","E14000693","E15000006","E24000006","E30000234","E16000128","E05004165","22UHFT04","HNFT04","1","Q03","881","QAX","23HNFT","22UHFT","22UHFT","22UHHC","E00110693","22UHHC","E99999999","E01021791","E02004538","5","2B1","5AJ","E00110693","E01021791","E02004538","E04004040","E33024005","E38000197","E34004707","E35001507","A1","2C1",51.649536,0.055914,"E37000030","","E23000028",22865
"IM2 3AF","IM2  3AF","IM2 3AF","199405","","M99999999","M99999999","M99999999","0","","","9","M00000001","M99999999","M83000003","M99999999","0","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","99ZZ0099","ZZ0099","9","YAC","99Z","YAC","99ZZ00","99ZZ00","99ZZ00","99ZZ00","M99999999","99ZZ00","M99999999","M99999999","M99999999","9","9Z9","X98","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0
"IM3 2DR","IM3  2DR","IM3 2DR","199405","","M99999999","M99999999","M99999999","0","","","9","M00000001","M99999999","M83000003","M99999999","0","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","99ZZ0099","ZZ0099","9","YAC","99Z","YAC","99ZZ00","99ZZ00","99ZZ00","99ZZ00","M99999999","99ZZ00","M99999999","M99999999","M99999999","9","9Z9","X98","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0
"IM4 4BG","IM4  4BG","IM4 4BG","199405","","M99999999","M99999999","M99999999","0","","","9","M00000001","M99999999","M83000003","M99999999","0","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","99ZZ0099","ZZ0099","9","YAC","99Z","YAC","99ZZ00","99ZZ00","99ZZ00","99ZZ00","M99999999","99ZZ00","M99999999","M99999999","M99999999","9","9Z9","X98","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0
"IM993JR","IM99 3JR","IM99 3JR","200602","200805","M99999999","M99999999","M99999999","1","","","9","M00000001","M99999999","M83000003","M99999999","0","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","99ZZ0099","ZZ0099","9","YAC","99Z","YAC","99ZZ00","99ZZ00","99ZZ00","99ZZ00","M99999999","99ZZ00","M99999999","M99999999","M99999999","9","9Z9","X98","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0
"IM994JT","IM99 4JT","IM99 4JT","200006","200107","M99999999","M99999999","M99999999","1","","","9","M00000001","M99999999","M83000003","M99999999","0","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","99ZZ0099","ZZ0099","9","YAC","99Z","YAC","99ZZ00","99ZZ00","99ZZ00","99ZZ00","M99999999","99ZZ00","M99999999","M99999999","M99999999","9","9Z9","X98","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0
"IP1 3EX","IP1  3EX","IP1 3EX","198001","199405","E10000029","E07000202","E05007117","0","615900","0244800","8","E18000006","E19000001","E92000001","E12000006","4","E14000761","E15000006","E24000003","E30000222","E16000127","E05007117","42UDFP14","QTFP14","1","Q01","935","QCF","43QTFP","42UDFP","42UDFP","42UDFS","E00152687","42UDFS","E99999999","E01029959","E02006251","5","7B1","5JQ","E00170870","E01033125","E02006251","E43000134","E33025002","E38000086","E34004730","E35001281","C1","3A2",52.059490,1.147969,"E37000024","","E23000025",4217
"IP1 3LB","IP1  3LB","IP1 3LB","198001","200510","E10000029","E07000202","E05007117","1","616085","0244760","1","E18000006","E19000001","E92000001","E12000006","4","E14000761","E15000006","E24000003","E30000222","E16000127","E05007117","42UDFP16","QTFP16","1","Q01","935","QCF","43QTFP","42UDFP","42UDFP","42UDFS","E00152687","42UDFS","E99999999","E01029959","E02006251","5","7B1","5JQ","E00170870","E01033125","E02006251","E43000134","E33025003","E38000086","E34004730","E35001281","C1","3A2",52.059059,1.150638,"E37000024","","E23000025",4217
"IP136TL","IP13 6TL","IP13 6TL","198001","","E10000029","E07000205","E05010440","0","621945","0250510","1","E18000006","E19000001","E92000001","E12000006","4","E14000624","E15000006","E24000003","E30000222","E16000127","E05010440","42UGFR04","QXFR04","1","Q01","935","QCF","43QXFR","42UGFR","42UGFR","42UGHF","E00153856","42UGHF","E99999999","E01030175","E02006292","8","3C1","5JT","E00153856","E01030175","E02006292","E04009412","E33028620","E38000086","E34999999","E35999999","F1","1A2",52.108373,1.239741,"E37000024","","E23000025",27216
"IP164UE","IP16 4UE","IP16 4UE","198001","","E10000029","E07000205","E05010445","1","647391","0263298","1","E18000006","E19000001","E92000001","E12000006","4","E14000981","E15000006","E24000003","E30000222","E16000127","E05010445","42UGFY04","QXFY04","1","Q01","935","QCF","43QXFY","42UGFY","42UGFY","42UGHM","E00153923","42UGHM","E99999999","E01030187","E02006290","4","3B2","5JR","E00153923","E01030187","E02006290","E04009426","E33024847","E38000086","E34005132","E35999999","F2","1C2",52.212314,1.619856,"E37000024","","E23000025",13426
"IP171DR","IP17 1DR","IP17 1DR","198001","","E10000029","E07000205","E05010452","0","638212","0263036","1","E18000006","E19000001","E92000001","E12000006","4","E14000981","E15000006","E24000003","E30000222","E16000127","E05010452","42UGGF06","QXGF06","1","Q01","935","QCF","43QXGF","42UGGF","42UGGF","42UGHY","E00154050","42UGHY","E99999999","E01030210","E02006289","6","5B4","5JR","E00154050","E01030210","E02006289","E04009451","E33028602","E38000086","E34004662","E35000864","D1","8C2",52.214004,1.485585,"E37000024","","E23000025",15484
"IP173NE","IP17 3NE","IP17 3NE","199612","199712","E10000029","E07000205","E05010455","1","642126","0269203","6","E18000006","E19000001","E92000001","E12000006","4","E14000981","E15000006","E24000003","E30000235","E16000127","E05010455","42UGGM01","QXGM01","1","Q01","935","QCF","43QXGM","42UGGM","42UGGM","42UGJG","E00154130","42UGJG","E99999999","E01030222","E02006287","8","3A1","5JR","E00154130","E01030222","E02006287","E04009396","E33028589","E38000086","E34999999","E35999999","F1","1C2",52.267637,1.547176,"E37000024","","E23000025",16172
"IP209HB","IP20 9HB","IP20 9HB","198001","","E10000020","E07000149","E05005921","0","624776","0283758","1","E18000006","E19000001","E92000001","E12000006","4","E14000941","E15000006","E24000001","E30000248","E16000125","E05005921","33UHFW02","NGFW02","1","Q01","926","QET","34NGFW","33UHFW","33UHFW","33UHHL","E00136835","33UHHL","E99999999","E01026902","E02005609","6","6B1","5G1","E00136835","E01026902","E02005609","E04006585","E33028248","E38000159","E34003134","E35999999","D1","5B2",52.405631,1.303097,"E37000024","","E23000024",15485
"IP215RP","IP21 5RP","IP21 5RP","198001","","E10000029","E07000203","E05007141","0","625291","0280089","1","E18000006","E19000001","E92000001","E12000006","4","E14000624","E15000006","E24000003","E30000248","E16000127","E05007141","42UEGJ06","QUGJ06","1","Q01","935","QCF","43QUGJ","42UEGJ","42UEGJ","42UEGW","E00153170","42UEGW","E99999999","E01030053","E02006263","7","3A2","5JT","E00153170","E01030053","E02006263","E04009273","E33024782","E38000086","E34999999","E35999999","F1","1B1",52.372490,1.308189,"E37000024","","E23000025",16614
"IP215TU","IP21 5TU","IP21 5TU","198001","","E10000029","E07000203","E05007141","0","624335","0280544","1","E18000006","E19000001","E92000001","E12000006","4","E14000624","E15000006","E24000003","E30000248","E16000127","E05007141","42UEGJ07","QUGJ07","1","Q01","935","QCF","43QUGJ","42UEGJ","42UEGJ","42UEGW","E00153170","42UEGW","E99999999","E01030053","E02006263","7","3A2","5JT","E00153170","E01030053","E02006263","E04009273","E33024782","E38000086","E34999999","E35999999","F1","1B1",52.376966,1.294474,"E37000024","","E23000025",16614
"IP222BD","IP22 2BD","IP22 2BD","198001","","E10000020","E07000149","E05005914","0","608955","0282461","1","E18000006","E19000001","E92000001","E12000006","4","E14000941","E15000006","E24000001","E30000248","E16000125","E05005914","33UHFG02","NGFG02","1","Q01","926","QET","34NGFG","33UHFG","33UHFG","33UHGX","E00136689","33UHGX","E99999999","E01026873","E02005610","7","3A1","5G1","E00136689","E01026873","E02005610","E04006520","E33028252","E38000159","E34999999","E35999999","F1","1B1",52.400253,1.070073,"E37000024","","E23000024",16332
"IP222QE","IP22 2QE","IP22 2QE","198001","","E10000029","E07000204","E05007165","0","598885","0274932","1","E18000006","E19000001","E92000001","E12000006","4","E14001034","E15000006","E24000003","E30000184","E16000127","E05007165","42UFGF02","QWGF02","1","Q01","935","QCF","43QWGF","42UFGF","42UFGF","42UFGN","E00153411","42UFGN","E99999999","E01030096","E02006273","7","3B1","5JW","E00153411","E01030096","E02006273","E04009322","E33028513","E38000086","E34999999","E35999999","F1","1A2",52.336403,0.917804,"E37000013","E37000024","E23000025",20211
"IP265AW","IP26 5AW","IP26 5AW","198001","","E10000020","E07000143","E05010239","0","576978","0299368","1","E18000006","E19000001","E92000001","E12000006","4","E14000952","E15000006","E24000001","E30000225","E16000125","E05010239","33UBFE03","NAFE03","1","Q01","926","QET","34NAFE","33UBFE","33UBFE","33UBHK","E00134372","33UBHK","E99999999","E01026444","E02005514","3","3A2","5CY","E00134372","E01026444","E02005514","E04006111","E33027742","E38000203","E34003133","E35999999","E1","1B3",52.563355,0.609581,"E37000024","","E23000024",10497
"IP270YU","IP27 0YU","IP27 0YU","200302","200507","E10000029","E07000201","E05007104","1","579211","0286057","5","E18000006","E19000001","E92000001","E12000006","4","E14001034","E15000006","E24000003","E30000135","E16000127","E05007104","42UCFA09","QSFA09","1","Q01","935","QCF","43QSFA","42UCFA","42UCFA","42UCFS","E00152509","42UCFS","E99999999","E01029928","E02006238","6","3B1","5JW","E00152509","E01029928","E02006238","E04012407","E33028334","E38000204","E34003397","E35999999","D1","1A4",52.443087,0.635325,"E37000013","E37000024","E23000025",13953
